video_path,label,original_type,race,gender,source,manipulation_type
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_32.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_34.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_35.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_36.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_37.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_38.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_39.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_40.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_41.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_42.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_43.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_44.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_45.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_46.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_47.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_48.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_5.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_50.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_51.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_52.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_53.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_54.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_55.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_56.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_58.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_59.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_6.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_61.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_64.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_65.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_66.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_67.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_68.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_7.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_71.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_73.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_74.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_75.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_76.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_77.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_78.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_79.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_8.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_80.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_82.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_85.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_87.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_88.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_9.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_90.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_91.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_92.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_93.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_95.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_98.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/PolyGlotFake/PolyGlotFake/real/zh/zh_99.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/000.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0000.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00000.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00001.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00003.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00004.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00005.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00006.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00008.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00009.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00010.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00011.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00015.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00016.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00018.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0002.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00020.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00021.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00022.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00023.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00024.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00025.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00027.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00028.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00029.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0003.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00030.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00031.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00032.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00033.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00034.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00035.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00036.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00038.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00039.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0004.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00040.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00041.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00042.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00043.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00044.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00045.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00047.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00048.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00049.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0005.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00050.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00051.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00052.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00053.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00054.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00055.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00056.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00057.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00059.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0006.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00060.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00061.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00062.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00063.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00064.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00065.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00066.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00067.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00068.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00069.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0007.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00071.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00072.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00075.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00077.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00078.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0008.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00080.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00081.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00082.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00083.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00084.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00085.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00086.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00087.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00088.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00089.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0009.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00092.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00093.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00094.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00095.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00097.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00098.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00099.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/001.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0010.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00100.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00102.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00103.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00104.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00105.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00106.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00107.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00109.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0011.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00110.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00111.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00112.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00114.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00116.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00117.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00118.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0012.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00120.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00121.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00122.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00123.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00125.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00127.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00128.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0013.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00130.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00131.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00133.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00132.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00134.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00135.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00136.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00137.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00139.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0014.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00140.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00141.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00142.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00143.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00144.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00145.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00147.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00148.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00149.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0015.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00150.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00151.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00152.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00154.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00153.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00155.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00156.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00157.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00158.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0016.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00159.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00160.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00161.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00162.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00163.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00164.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00165.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00166.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00167.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00168.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00169.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00170.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00171.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00172.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00176.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00177.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00178.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00179.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0018.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00180.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00182.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00183.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00185.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00186.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00187.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00188.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0019.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00190.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00191.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00192.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00193.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00194.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00195.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00196.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00198.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00197.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00199.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/002.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0020.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00200.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00203.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00201.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00204.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00206.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00207.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00209.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00211.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00210.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00212.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00213.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00214.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00215.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00217.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00218.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00219.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0022.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00220.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00223.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00224.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00225.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00228.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00229.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0023.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00230.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00231.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00232.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00233.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00235.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00237.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00236.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00238.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0024.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00240.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00241.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00244.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00242.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00245.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00247.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00248.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00249.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00250.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0025.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00251.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00252.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00254.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00255.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00256.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00257.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00258.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00259.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0026.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00260.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00262.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00265.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00263.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00266.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00267.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00268.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00269.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0027.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00270.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00271.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00273.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00274.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00275.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00276.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00277.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00278.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00279.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00281.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00286.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00283.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00284.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00287.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00288.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/0029.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00290.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00291.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00292.mp4::sbi,fake,,,,SBI,unknown_fake
data/raw/FFPP/real/00293.mp4::sbi,fake,,,,SBI,unknown_fake
